"test_id","lab_id","BMP_id","bottle_id","interval_id","time_d","substrate","ISR","SMP"
103,9,23,88,1108,23.1,"CEL",2.01,335.24
103,9,23,88,1109,30.1,"CEL",2.01,336.74
103,9,23,88,1110,37.7,"CEL",2.01,339.28
103,9,24,73,1111,0,"SA",2.02,0
103,9,24,73,1112,0.7,"SA",2.02,81.08
103,9,24,73,1113,1.1,"SA",2.02,190.12
103,9,24,73,1114,1.7,"SA",2.02,231.65
103,9,24,73,1115,2.1,"SA",2.02,255.96
103,9,24,73,1116,2.7,"SA",2.02,281.71
103,9,24,73,1117,4.1,"SA",2.02,312.19
103,9,24,73,1118,5.7,"SA",2.02,327.8
103,9,24,73,1119,7.7,"SA",2.02,338.88
103,9,24,73,1120,9.8,"SA",2.02,342.4
103,9,24,73,1121,13.7,"SA",2.02,352.45
103,9,24,73,1122,17.8,"SA",2.02,357.57
103,9,24,73,1123,23.1,"SA",2.02,362.44
103,9,24,73,1124,30.1,"SA",2.02,367.48
103,9,24,73,1125,37.7,"SA",2.02,371.51
103,9,24,74,1126,0,"SA",2.01,0
103,9,24,74,1127,0.7,"SA",2.01,87.34
103,9,24,74,1128,1.1,"SA",2.01,190.79
103,9,24,74,1129,1.7,"SA",2.01,245.23
103,9,24,74,1130,2.1,"SA",2.01,265.18
103,9,24,74,1131,2.7,"SA",2.01,288.57
103,9,24,74,1132,4.1,"SA",2.01,316.55
103,9,24,74,1133,5.7,"SA",2.01,328.62
103,9,24,74,1134,7.7,"SA",2.01,339.1
103,9,24,74,1135,9.8,"SA",2.01,342.63
103,9,24,74,1136,13.7,"SA",2.01,349.99
103,9,24,74,1137,17.8,"SA",2.01,353.98
103,9,24,74,1138,23.1,"SA",2.01,359.26
103,9,24,74,1139,30.1,"SA",2.01,364.65
103,9,24,74,1140,37.7,"SA",2.01,365.12
103,9,24,75,1141,0,"SA",2.02,0
103,9,24,75,1142,0.7,"SA",2.02,84.43
103,9,24,75,1143,1.1,"SA",2.02,192.95
103,9,24,75,1144,1.7,"SA",2.02,242.35
103,9,24,75,1145,2.1,"SA",2.02,264.98
103,9,24,75,1146,2.7,"SA",2.02,291.07
103,9,24,75,1147,4.1,"SA",2.02,320.35
103,9,24,75,1148,5.7,"SA",2.02,329.62
103,9,24,75,1149,7.7,"SA",2.02,341.82
103,9,24,75,1150,9.8,"SA",2.02,346.97
103,9,24,75,1151,13.7,"SA",2.02,354.41
103,9,24,75,1152,17.8,"SA",2.02,358.92
103,9,24,75,1153,23.1,"SA",2.02,364.35
103,9,24,75,1154,30.1,"SA",2.02,366.67
103,9,24,75,1155,37.7,"SA",2.02,371.12
103,9,25,76,1156,0,"SB",1.99,0
103,9,25,76,1157,0.7,"SB",1.99,122.6
103,9,25,76,1158,1.1,"SB",1.99,239.01
103,9,25,76,1159,1.7,"SB",1.99,286.39
103,9,25,76,1160,2.1,"SB",1.99,297.84
103,9,25,76,1161,2.7,"SB",1.99,314.34
103,9,25,76,1162,4.1,"SB",1.99,336.41
103,9,25,76,1163,5.7,"SB",1.99,343.34
103,9,25,76,1164,7.7,"SB",1.99,351.67
103,9,25,76,1165,9.8,"SB",1.99,356.67
103,9,25,76,1166,13.7,"SB",1.99,362.52
103,9,25,76,1167,17.8,"SB",1.99,368.75
103,9,25,76,1168,23.1,"SB",1.99,371.77
103,9,25,76,1169,30.1,"SB",1.99,373.26
103,9,25,76,1170,37.7,"SB",1.99,376.16
103,9,25,77,1171,0,"SB",1.97,0
103,9,25,77,1172,0.7,"SB",1.97,126.33
103,9,25,77,1173,1.1,"SB",1.97,242.33
103,9,25,77,1174,1.7,"SB",1.97,281.25
103,9,25,77,1175,2.1,"SB",1.97,294.56
103,9,25,77,1176,2.7,"SB",1.97,311.17
103,9,25,77,1177,4.1,"SB",1.97,331.56
103,9,25,77,1178,5.7,"SB",1.97,344.01
103,9,25,77,1179,7.7,"SB",1.97,348.83
103,9,25,77,1180,9.8,"SB",1.97,351.61
103,9,25,77,1181,13.7,"SB",1.97,360.22
103,9,25,77,1182,17.8,"SB",1.97,363.68
103,9,25,77,1183,23.1,"SB",1.97,368.07
103,9,25,77,1184,30.1,"SB",1.97,372.48
103,9,25,77,1185,37.7,"SB",1.97,372.72
103,9,25,78,1186,0,"SB",1.99,0
103,9,25,78,1187,0.7,"SB",1.99,127.37
103,9,25,78,1188,1.1,"SB",1.99,227.97
103,9,25,78,1189,1.7,"SB",1.99,263.53
103,9,25,78,1190,2.1,"SB",1.99,276.94
103,9,25,78,1191,2.7,"SB",1.99,293.19
103,9,25,78,1192,4.1,"SB",1.99,313.68
103,9,25,78,1193,5.7,"SB",1.99,323.89
103,9,25,78,1194,7.7,"SB",1.99,331.49
103,9,25,78,1195,9.8,"SB",1.99,334.98
103,9,25,78,1196,13.7,"SB",1.99,340.5
103,9,25,78,1197,17.8,"SB",1.99,343.83
103,9,25,78,1198,23.1,"SB",1.99,347.65
103,9,25,78,1199,30.1,"SB",1.99,351.48
103,9,25,78,1200,37.7,"SB",1.99,352.62
103,9,26,82,1201,0,"SC",4.05,0
103,9,26,82,1202,0.7,"SC",4.05,99.93
103,9,26,82,1203,1.1,"SC",4.05,157.77
103,9,26,82,1204,1.7,"SC",4.05,210.53
103,9,26,82,1205,2.1,"SC",4.05,244.38
103,9,26,82,1206,2.7,"SC",4.05,287.65
103,9,26,82,1207,4.1,"SC",4.05,371.72
103,9,26,82,1208,5.7,"SC",4.05,423.14
103,9,26,82,1209,7.7,"SC",4.05,453.39
103,9,26,82,1210,9.8,"SC",4.05,466.05
103,9,26,82,1211,13.7,"SC",4.05,486.22
103,9,26,82,1212,17.8,"SC",4.05,498.28
103,9,26,82,1213,23.1,"SC",4.05,509.79
103,9,26,82,1214,30.1,"SC",4.05,517.37
103,9,26,82,1215,37.7,"SC",4.05,520.89
103,9,26,83,1216,0,"SC",3.99,0
103,9,26,83,1217,0.7,"SC",3.99,98.39
103,9,26,83,1218,1.1,"SC",3.99,161.07
103,9,26,83,1219,1.7,"SC",3.99,210.24
103,9,26,83,1220,2.1,"SC",3.99,245.21
103,9,26,83,1221,2.7,"SC",3.99,289.98
103,9,26,83,1222,4.1,"SC",3.99,371.73
103,9,26,83,1223,5.7,"SC",3.99,432.31
103,9,26,83,1224,7.7,"SC",3.99,458.87
103,9,26,83,1225,9.8,"SC",3.99,482.39
103,9,26,83,1226,13.7,"SC",3.99,501.17
103,9,26,83,1227,17.8,"SC",3.99,509.32
103,9,26,83,1228,23.1,"SC",3.99,520.37
103,9,26,83,1229,30.1,"SC",3.99,527.62
103,9,26,83,1230,37.7,"SC",3.99,530.27
103,9,26,84,1231,0,"SC",3.96,0
103,9,26,84,1232,0.7,"SC",3.96,94.61
103,9,26,84,1233,1.1,"SC",3.96,148.74
103,9,26,84,1234,1.7,"SC",3.96,199.78
103,9,26,84,1235,2.1,"SC",3.96,233.07
103,9,26,84,1236,2.7,"SC",3.96,274.73
103,9,26,84,1237,4.1,"SC",3.96,363.26
103,9,26,84,1238,5.7,"SC",3.96,419.8
103,9,26,84,1239,7.7,"SC",3.96,447.85
103,9,26,84,1240,9.8,"SC",3.96,465.39
103,9,26,84,1241,13.7,"SC",3.96,482.99
103,9,26,84,1242,17.8,"SC",3.96,492.97
103,9,26,84,1243,23.1,"SC",3.96,497.33
103,9,26,84,1244,30.1,"SC",3.96,502.76
103,9,26,84,1245,37.7,"SC",3.96,506.15
103,9,26,85,1246,0,"SC",4.01,0
103,9,26,85,1247,0.7,"SC",4.01,92.41
103,9,26,85,1248,1.1,"SC",4.01,150.34
103,9,26,85,1249,1.7,"SC",4.01,202.36
103,9,26,85,1250,2.1,"SC",4.01,233.24
103,9,26,85,1251,2.7,"SC",4.01,275.3
103,9,26,85,1252,4.1,"SC",4.01,362.91
103,9,26,85,1253,5.7,"SC",4.01,419.01
103,9,26,85,1254,7.7,"SC",4.01,447.94
103,9,26,85,1255,9.8,"SC",4.01,466.5
103,9,26,85,1256,13.7,"SC",4.01,483.1
103,9,26,85,1257,17.8,"SC",4.01,492.25
103,9,26,85,1258,23.1,"SC",4.01,501.1
103,9,26,85,1259,30.1,"SC",4.01,507.61
103,9,26,85,1260,37.7,"SC",4.01,507.63
106,19,156,566,22497,0,"CEL",2.09,0
106,19,156,566,22498,1,"CEL",2.09,26.34
106,19,156,566,22499,2,"CEL",2.09,170.67
106,19,156,566,22500,3,"CEL",2.09,335.47
106,19,156,566,22501,4,"CEL",2.09,422.98
106,19,156,566,22502,5,"CEL",2.09,447.14
106,19,156,566,22503,6,"CEL",2.09,457.39
106,19,156,566,22504,7,"CEL",2.09,463.57
106,19,156,566,22505,8,"CEL",2.09,468.53
106,19,156,566,22506,9,"CEL",2.09,473.02
106,19,156,566,22507,10,"CEL",2.09,476.85
106,19,156,566,22508,11,"CEL",2.09,479.88
106,19,156,566,22509,12,"CEL",2.09,482.1
106,19,156,566,22510,13,"CEL",2.09,484.05
106,19,156,566,22511,14,"CEL",2.09,485.65
106,19,156,566,22512,15,"CEL",2.09,487.56
106,19,156,566,22513,16,"CEL",2.09,489.1
106,19,156,566,22514,17,"CEL",2.09,490.4
106,19,156,566,22515,18,"CEL",2.09,491.36
106,19,156,566,22516,19,"CEL",2.09,492.1
106,19,156,566,22517,20,"CEL",2.09,492.14
106,19,156,567,22518,0,"CEL",2.16,0
106,19,156,567,22519,1,"CEL",2.16,33.73
106,19,156,567,22520,2,"CEL",2.16,171.71
106,19,156,567,22521,3,"CEL",2.16,348.12
106,19,156,567,22522,4,"CEL",2.16,418.49
106,19,156,567,22523,5,"CEL",2.16,445.03
106,19,156,567,22524,6,"CEL",2.16,457.7
106,19,156,567,22525,7,"CEL",2.16,464.19
106,19,156,567,22526,8,"CEL",2.16,468.21
106,19,156,567,22527,9,"CEL",2.16,471.62
106,19,156,567,22528,10,"CEL",2.16,475.57
106,19,156,567,22529,11,"CEL",2.16,478.65
106,19,156,567,22530,12,"CEL",2.16,481.02
106,19,156,567,22531,13,"CEL",2.16,483.13
106,19,156,567,22532,14,"CEL",2.16,485.03
106,19,156,567,22533,15,"CEL",2.16,486.63
106,19,156,567,22534,16,"CEL",2.16,488.18
106,19,156,567,22535,17,"CEL",2.16,489.62
106,19,156,567,22536,18,"CEL",2.16,490.6
106,19,156,567,22537,19,"CEL",2.16,491.13
106,19,156,567,22538,20,"CEL",2.16,490.96
106,19,156,568,22539,0,"CEL",2.12,0
106,19,156,568,22540,1,"CEL",2.12,36.01
106,19,156,568,22541,2,"CEL",2.12,134.41
106,19,156,568,22542,3,"CEL",2.12,249.22
106,19,156,568,22543,4,"CEL",2.12,311.82
106,19,156,568,22544,5,"CEL",2.12,332.51
106,19,156,568,22545,6,"CEL",2.12,342
106,19,156,568,22546,7,"CEL",2.12,348.15
106,19,156,568,22547,8,"CEL",2.12,352.54
106,19,156,568,22548,9,"CEL",2.12,356.23
106,19,156,568,22549,10,"CEL",2.12,359.88
106,19,156,568,22550,11,"CEL",2.12,362.97
106,19,156,568,22551,12,"CEL",2.12,365.31
106,19,156,568,22552,13,"CEL",2.12,367.37
106,19,156,568,22553,14,"CEL",2.12,369.17
106,19,156,568,22554,15,"CEL",2.12,371.17
106,19,156,568,22555,16,"CEL",2.12,372.62
106,19,156,568,22556,17,"CEL",2.12,373.85
106,19,156,568,22557,18,"CEL",2.12,374.83
106,19,156,568,22558,19,"CEL",2.12,375.6
106,19,156,568,22559,20,"CEL",2.12,375.7
106,19,157,569,22560,0,"SA",2.14,0
106,19,157,569,22561,1,"SA",2.14,106.78
106,19,157,569,22562,2,"SA",2.14,223.49
106,19,157,569,22563,3,"SA",2.14,291.6
106,19,157,569,22564,4,"SA",2.14,309.94
106,19,157,569,22565,5,"SA",2.14,322.14
106,19,157,569,22566,6,"SA",2.14,330.07
106,19,157,569,22567,7,"SA",2.14,337.19
106,19,157,569,22568,8,"SA",2.14,343.75
106,19,157,569,22569,9,"SA",2.14,350.17
106,19,157,569,22570,10,"SA",2.14,356.93
106,19,157,569,22571,11,"SA",2.14,362.68
106,19,157,569,22572,12,"SA",2.14,367.18
106,19,157,569,22573,13,"SA",2.14,371.02
106,19,157,569,22574,14,"SA",2.14,374.35
106,19,157,569,22575,15,"SA",2.14,377.5
106,19,157,569,22576,16,"SA",2.14,380.33
106,19,157,569,22577,17,"SA",2.14,382.92
106,19,157,569,22578,18,"SA",2.14,385.3
106,19,157,569,22579,19,"SA",2.14,387.23
106,19,157,569,22580,20,"SA",2.14,388.77
106,19,157,570,22581,0,"SA",2.16,0
106,19,157,570,22582,1,"SA",2.16,76.96
106,19,157,570,22583,2,"SA",2.16,216.57
106,19,157,570,22584,3,"SA",2.16,276.06
106,19,157,570,22585,4,"SA",2.16,296.1
106,19,157,570,22586,5,"SA",2.16,310.18
106,19,157,570,22587,6,"SA",2.16,320.86
106,19,157,570,22588,7,"SA",2.16,329.65
106,19,157,570,22589,8,"SA",2.16,337.24
106,19,157,570,22590,9,"SA",2.16,342.92
106,19,157,570,22591,10,"SA",2.16,347.79
106,19,157,570,22592,11,"SA",2.16,351.99
106,19,157,570,22593,12,"SA",2.16,355.71
106,19,157,570,22594,13,"SA",2.16,359.04
106,19,157,570,22595,14,"SA",2.16,362.03
106,19,157,570,22596,15,"SA",2.16,364.81
106,19,157,570,22597,16,"SA",2.16,367.38
106,19,157,570,22598,17,"SA",2.16,369.66
106,19,157,570,22599,18,"SA",2.16,371.63
106,19,157,570,22600,19,"SA",2.16,373.33
106,19,157,570,22601,20,"SA",2.16,374.84
106,19,157,571,22602,0,"SA",2.13,0
106,19,157,571,22603,1,"SA",2.13,103.62
106,19,157,571,22604,2,"SA",2.13,224.29
106,19,157,571,22605,3,"SA",2.13,303.07
106,19,157,571,22606,4,"SA",2.13,325.81
106,19,157,571,22607,5,"SA",2.13,339.76
106,19,157,571,22608,6,"SA",2.13,349.72
106,19,157,571,22609,7,"SA",2.13,357.73
106,19,157,571,22610,8,"SA",2.13,364.16
106,19,157,571,22611,9,"SA",2.13,368.65
106,19,157,571,22612,10,"SA",2.13,372.43
106,19,157,571,22613,11,"SA",2.13,376.24
106,19,157,571,22614,12,"SA",2.13,379.87
106,19,157,571,22615,13,"SA",2.13,383.11
106,19,157,571,22616,14,"SA",2.13,386.17
106,19,157,571,22617,15,"SA",2.13,388.81
106,19,157,571,22618,16,"SA",2.13,391.13
106,19,157,571,22619,17,"SA",2.13,393.28
106,19,157,571,22620,18,"SA",2.13,395.21
106,19,157,571,22621,19,"SA",2.13,396.8
106,19,157,571,22622,20,"SA",2.13,398.38
106,19,158,572,22623,0,"SB",2.23,0
106,19,158,572,22624,1,"SB",2.23,158.78
106,19,158,572,22625,2,"SB",2.23,315.46
106,19,158,572,22626,3,"SB",2.23,391.38
106,19,158,572,22627,4,"SB",2.23,411.36
106,19,158,572,22628,5,"SB",2.23,425.14
106,19,158,572,22629,6,"SB",2.23,433.74
106,19,158,572,22630,7,"SB",2.23,439.86
106,19,158,572,22631,8,"SB",2.23,444.21
106,19,158,572,22632,9,"SB",2.23,448.23
106,19,158,572,22633,10,"SB",2.23,452.22
106,19,158,572,22634,11,"SB",2.23,455
106,19,158,572,22635,12,"SB",2.23,457.54
106,19,158,572,22636,13,"SB",2.23,459.82
106,19,158,572,22637,14,"SB",2.23,461.83
106,19,158,572,22638,15,"SB",2.23,463.93
106,19,158,572,22639,16,"SB",2.23,465.93
106,19,158,572,22640,17,"SB",2.23,467.9
106,19,158,572,22641,18,"SB",2.23,470.05
106,19,158,572,22642,19,"SB",2.23,472.26
106,19,158,572,22643,20,"SB",2.23,474.16
107,27,179,665,27510,0.1,"CEL",3.99,0
107,27,179,665,27511,1.1,"CEL",3.99,17.22
107,27,179,665,27512,1.9,"CEL",3.99,48.41
107,27,179,665,27513,3.1,"CEL",3.99,185.01
107,27,179,665,27514,4.7,"CEL",3.99,274.02
107,27,179,665,27515,6.8,"CEL",3.99,308.26
107,27,179,665,27516,11.2,"CEL",3.99,323.39
107,27,179,665,27517,14.8,"CEL",3.99,354.93
107,27,179,665,27518,20.2,"CEL",3.99,339.51
107,27,179,665,27519,31.1,"CEL",3.99,356.85
107,27,179,666,27520,0.1,"CEL",4.56,0
107,27,179,666,27521,1.1,"CEL",4.56,32.12
107,27,179,666,27522,1.9,"CEL",4.56,41.24
107,27,179,666,27523,3.1,"CEL",4.56,165.83
107,27,179,666,27524,4.7,"CEL",4.56,265.58
107,27,179,666,27525,6.8,"CEL",4.56,328.01
107,27,179,666,27526,11.2,"CEL",4.56,284.58
107,27,179,666,27527,14.8,"CEL",4.56,348.43
107,27,179,666,27528,20.2,"CEL",4.56,361.24
107,27,179,666,27529,31.1,"CEL",4.56,378.18
107,27,179,667,27530,0.1,"CEL",3.86,0
107,27,179,667,27531,1.1,"CEL",3.86,12.81
107,27,179,667,27532,1.9,"CEL",3.86,21.25
107,27,179,667,27533,3.1,"CEL",3.86,168.31
107,27,179,667,27534,4.7,"CEL",3.86,270.34
107,27,179,667,27535,6.8,"CEL",3.86,319.26
107,27,179,667,27536,11.2,"CEL",3.86,329.72
107,27,179,667,27537,14.8,"CEL",3.86,331.93
107,27,179,667,27538,20.2,"CEL",3.86,341.64
107,27,179,667,27539,31.1,"CEL",3.86,354
107,27,180,650,27540,0.1,"SA",1.74,0
107,27,180,650,27541,1.1,"SA",1.74,104.04
107,27,180,650,27542,1.9,"SA",1.74,211.64
107,27,180,650,27543,3.1,"SA",1.74,269.69
107,27,180,650,27544,4.7,"SA",1.74,305.73
107,27,180,650,27545,6.8,"SA",1.74,338
107,27,180,650,27546,11.2,"SA",1.74,348.74
107,27,180,650,27547,14.8,"SA",1.74,352.52
107,27,180,650,27548,20.2,"SA",1.74,359.7
107,27,180,650,27549,31.1,"SA",1.74,370.54
107,27,180,651,27550,0.1,"SA",1.86,0
107,27,180,651,27551,1.1,"SA",1.86,108.1
107,27,180,651,27552,1.9,"SA",1.86,220.63
107,27,180,651,27553,3.1,"SA",1.86,278.72
107,27,180,651,27554,4.7,"SA",1.86,315.48
107,27,180,651,27555,6.8,"SA",1.86,333.41
107,27,180,651,27556,11.2,"SA",1.86,357.04
107,27,180,651,27557,14.8,"SA",1.86,360.18
107,27,180,651,27558,20.2,"SA",1.86,366.9
107,27,180,651,27559,31.1,"SA",1.86,376.71
107,27,180,652,27560,0.1,"SA",2.04,0
107,27,180,652,27561,1.1,"SA",2.04,105.04
107,27,180,652,27562,1.9,"SA",2.04,231.54
107,27,180,652,27563,3.1,"SA",2.04,279.92
107,27,180,652,27564,4.7,"SA",2.04,319.46
107,27,180,652,27565,6.8,"SA",2.04,338.7
107,27,180,652,27566,11.2,"SA",2.04,349.23
107,27,180,652,27567,14.8,"SA",2.04,352.64
107,27,180,652,27568,20.2,"SA",2.04,359.95
107,27,180,652,27569,31.1,"SA",2.04,370.7
107,27,181,653,27570,0.1,"SB",1.76,0
107,27,181,653,27571,1.1,"SB",1.76,114.57
107,27,181,653,27572,1.9,"SB",1.76,226.26
107,27,181,653,27573,3.1,"SB",1.76,298.33
107,27,181,653,27574,4.7,"SB",1.76,335.25
107,27,181,653,27575,6.8,"SB",1.76,340.17
107,27,181,653,27576,11.2,"SB",1.76,350.15
107,27,181,653,27577,14.8,"SB",1.76,367.72
107,27,181,653,27578,20.2,"SB",1.76,374.42
107,27,181,653,27579,31.1,"SB",1.76,370.29
107,27,181,654,27580,0.1,"SB",2.04,0
107,27,181,654,27581,1.1,"SB",2.04,116.41
107,27,181,654,27582,1.9,"SB",2.04,233.26
107,27,181,654,27583,3.1,"SB",2.04,298.35
107,27,181,654,27584,4.7,"SB",2.04,324.3
107,27,181,654,27585,6.8,"SB",2.04,344.29
107,27,181,654,27586,11.2,"SB",2.04,354.9
107,27,181,654,27587,14.8,"SB",2.04,358.35
107,27,181,654,27588,20.2,"SB",2.04,365.77
107,27,181,654,27589,31.1,"SB",2.04,376.05
107,27,181,655,27590,0.1,"SB",2.02,0
107,27,181,655,27591,0.7,"SB",2.02,129.06
107,27,181,655,27592,1.9,"SB",2.02,260.88
107,27,181,655,27593,3.1,"SB",2.02,307.83
107,27,181,655,27594,4.7,"SB",2.02,332.38
107,27,181,655,27595,6.8,"SB",2.02,351.02
107,27,181,655,27596,11.2,"SB",2.02,360.96
107,27,181,655,27597,14.8,"SB",2.02,364.16
107,27,181,655,27598,20.2,"SB",2.02,371.24
107,27,181,655,27599,31.1,"SB",2.02,381.16
107,27,182,659,27600,0.1,"SC",2.13,0
107,27,182,659,27601,1.1,"SC",2.13,143.67
107,27,182,659,27602,1.9,"SC",2.13,252.72
107,27,182,659,27603,3,"SC",2.13,358.98
107,27,182,659,27604,4.7,"SC",2.13,441.27
107,27,182,659,27605,6.8,"SC",2.13,473.33
107,27,182,659,27606,11.2,"SC",2.13,508.71
107,27,182,659,27607,14.1,"SC",2.13,525.71
107,27,182,659,27608,20.1,"SC",2.13,541.85
107,27,182,659,27609,31.1,"SC",2.13,560.43
107,27,182,660,27610,0.1,"SC",1.92,0
107,27,182,660,27611,0.7,"SC",1.92,93.57
107,27,182,660,27612,1.9,"SC",1.92,198.31
107,27,182,660,27613,3,"SC",1.92,305.04
107,27,182,660,27614,4.7,"SC",1.92,401.32
107,27,182,660,27615,6.8,"SC",1.92,441.3
107,27,182,660,27616,11.2,"SC",1.92,471.76
107,27,182,660,27617,14.1,"SC",1.92,478.81
107,27,182,660,27618,20.1,"SC",1.92,501.07
107,27,182,660,27619,31.1,"SC",1.92,513.15
107,27,182,661,27620,0.1,"SC",2.03,0
107,27,182,661,27621,1.1,"SC",2.03,84.29
107,27,182,661,27622,1.9,"SC",2.03,202.53
107,27,182,661,27623,3,"SC",2.03,300.43
107,27,182,661,27624,4.7,"SC",2.03,367.8
107,27,182,661,27625,6.8,"SC",2.03,411.21
107,27,182,661,27626,11.2,"SC",2.03,444.56
107,27,182,661,27627,14.1,"SC",2.03,469.52
107,27,182,661,27628,20.1,"SC",2.03,476.51
107,27,182,661,27629,31.1,"SC",2.03,489.63
107,27,183,656,27630,0.1,"SC",3.56,0
107,27,183,656,27631,1.1,"SC",3.56,119.43
107,27,183,656,27632,1.9,"SC",3.56,218.3
107,27,183,656,27633,3.1,"SC",3.56,322.87
107,27,183,656,27634,4.7,"SC",3.56,394.19
107,27,183,656,27635,6.8,"SC",3.56,453.1
107,27,183,656,27636,11.2,"SC",3.56,474.07
107,27,183,656,27637,14.8,"SC",3.56,490.38
107,27,183,656,27638,20.1,"SC",3.56,495.13
107,27,183,656,27639,31.1,"SC",3.56,513.15
107,27,183,657,27640,0.1,"SC",3.27,0
107,27,183,657,27641,1.1,"SC",3.27,111.17
107,27,183,657,27642,1.9,"SC",3.27,274.32
107,27,183,657,27643,3.1,"SC",3.27,317.19
107,27,183,657,27644,4.7,"SC",3.27,403.66
107,27,183,657,27645,6.8,"SC",3.27,442.19
107,27,183,657,27646,11.2,"SC",3.27,465.11
107,27,183,657,27647,14.8,"SC",3.27,481.44
107,27,183,657,27648,20.1,"SC",3.27,503.65
107,27,183,657,27649,31.1,"SC",3.27,506.62
107,27,183,658,27650,0.1,"SC",4.02,0
107,27,183,658,27651,1.1,"SC",4.02,113.44
107,27,183,658,27652,1.9,"SC",4.02,224.97
107,27,183,658,27653,3.1,"SC",4.02,314.36
107,27,183,658,27654,4.7,"SC",4.02,392.79
107,27,183,658,27655,6.8,"SC",4.02,437.61
107,27,183,658,27656,11.2,"SC",4.02,462.25
107,27,183,658,27657,14.8,"SC",4.02,479.83
107,27,183,658,27658,20.1,"SC",4.02,484.67
107,27,183,658,27659,31.1,"SC",4.02,507.38
110,9,132,485,18733,0,"CEL",2.22,0
110,9,132,485,18734,0.6,"CEL",2.22,1.59
110,9,132,485,18735,1.7,"CEL",2.22,66.35
110,9,132,485,18736,2.7,"CEL",2.22,133.91
110,9,132,485,18737,3.7,"CEL",2.22,186.57
110,9,132,485,18738,4.7,"CEL",2.22,230.74
110,9,132,485,18739,6,"CEL",2.22,291.42
110,9,132,485,18740,8.1,"CEL",2.22,306.29
110,9,132,485,18741,9.9,"CEL",2.22,315.55
110,9,132,485,18742,12.7,"CEL",2.22,319.07
110,9,132,485,18743,15.7,"CEL",2.22,322.2
110,9,132,485,18744,19.7,"CEL",2.22,324.01
110,9,132,485,18745,22.7,"CEL",2.22,324.95
110,9,132,485,18746,26.7,"CEL",2.22,328.93
110,9,132,485,18747,30.6,"CEL",2.22,329.25
110,9,132,485,18748,35.9,"CEL",2.22,329.83
110,9,132,486,18749,0,"CEL",2.21,0
110,9,132,486,18750,0.6,"CEL",2.21,1.39
110,9,132,486,18751,1.7,"CEL",2.21,67.58
110,9,132,486,18752,2.7,"CEL",2.21,135.36
110,9,132,486,18753,3.7,"CEL",2.21,189.36
110,9,132,486,18754,4.7,"CEL",2.21,226.12
110,9,132,486,18755,6,"CEL",2.21,284.57
110,9,132,486,18756,8.1,"CEL",2.21,299.38
110,9,132,486,18757,9.9,"CEL",2.21,307.6
110,9,132,486,18758,12.7,"CEL",2.21,310.71
110,9,132,486,18759,15.7,"CEL",2.21,310.99
110,9,132,486,18760,19.7,"CEL",2.21,314.99
110,9,132,486,18761,22.7,"CEL",2.21,317.86
110,9,132,486,18762,26.7,"CEL",2.21,320.55
110,9,132,486,18763,30.6,"CEL",2.21,321.99
110,9,132,486,18764,35.9,"CEL",2.21,323.41
110,9,132,487,18765,0,"CEL",2.21,0
